ID,Title,Thumbnail,Status,short_description,Description,game_url,Genre,Platform,Publisher,Developer,Release Date,Os,Processor,Memory,Graphics,Storage
558,Hawked,https://www.freetogame.com/g/558/thumbnail.jpg,Live,A free-to-play PvPvE treasure hunting shooter.,"Hawked is a free-to-play extraction shooter set on a mysterious island known as X-Isle. The island is covered in monsters in search of relics from a lost civilization. Players take on the role of treasure-hunting mercenaries known as Renegades and explore and fight the monsters while solving puzzles and – hopefully – making it off the island with the loot.

Players have been recruited by a guild known as GRAIL to retrieve the treasure from the islands. They’ll be able to team up with friends and explore together, fighting other players as they do so. While searching for treasure, players can obtain supplies, gather new weapons and ammo, upgrade gear, and find special abilities and tech to use.

While the game is definitely competitive, it’s not all combat. In fact, there’s a lot for players to experience between puzzle solving, traps, and actual treasure hunting.",https://www.freetogame.com/open/hawked,Shooter,Windows,My.Games,My.Games,2023-08-03,Windows 10 64-bit / Windows 11 64-bit,Intel Core i5-6600 (3.3Ghz) or AMD Ryzen 5 1400 (3.2Ghz),12 GB RAM,NVIDIA GeForce GTX 960 4GB or AMD Radeon RX 470 4GB,15 GB available space
559,Tales Of Yore,https://www.freetogame.com/g/559/thumbnail.jpg,Live,A 2D MMORPG with lots of RPG tropes.,"Tales of Yore is a 2D MMORPG with all the things you’d expect from the RPG genre. Discover a new world filled with adventure. Choose your own path – out of hundreds, and earn plenty of rewards. The game features pets, housing, and – of course – lots of shiny gear.

Players can choose from a variety of weapons. Carrots are even an option if that’s your thing. Whatever they choose, players will find themselves going up against everything from rats to giants, making use of over 20 combat abilities to do it with.

If casting is more their thing, players can learn over 30 spells. Some are more utilitarian – like a light spell – while others will help players defend themselves and defeat their enemies. In order to learn these spells, players will have to travel the world, looking for those knowledgeable enough to teach them. They’ll also have to be willing to make concessions when it comes to gear.

Of course, no RPG would be complete without crafting, farming, and collecting things that you probably don’t need but have to anyway because your inner pack rat won’t be happy otherwise. The game offers players more than 50 crafting recipes and plenty of nodes to gather materials from.",https://www.freetogame.com/open/tales-of-yore,MMORPG,"Windows, Web Browser",Coke And Code,Coke And Code,2023-08-08,"Windows 10, 64 Bit 64bit OS",2Ghz+,4 GB RAM,Not specified,2 GB available space
562,Waven,https://www.freetogame.com/g/562/thumbnail.jpg,Live,A free-to-play online tactical RPG from Ankama.,"Waven is a free-to-play co-op game from Wakfu developer Ankama. The game puts players in the role of a seafaring adventurer in a world made of of a few islands that survived a massive flood. Players explore a world that is still home to magic, but seems to have been abandoned by the gods and dragons that once resided there.

Players choose their hero, equip their spells and set out into the world. They’ll move between islands, fighting creatures and increasing their power. Fight in turn-based combat with friends or alone. Challenge yourself in PvP or PvE.

Wave is a cross-platform game. This means players can hop from one device to another.",https://www.freetogame.com/open/waven,Strategy,Windows,Ankama Studio,Ankama Games,2023-08-16,Windows 7 SP1+ (64-bit),64 bits + SSE2,2 GB RAM,DirectX 10 with at least 2GB of VRAM,3 GB available space
566,Town of Salem 2,https://www.freetogame.com/g/566/thumbnail.jpg,Live,A deduction game set in Salem.,"Town of Salem 2 is a free-to-play deception and deduction game set in the town of Salem. Up to fifteen players take on the role of villagers. Each villager has unique abilities to use in the game, whether to confirm their innocence or track down killers. Some players will take on the role of one of three factions: Coven, Neutral, and Apocalypse, and work to stop the town from solving the murders and cleaning up their town.

The game offers custom lobbies so that players may compete with friends. An unusual feature of the game is that players can personalize a lot of things, not just their characters, but also their pets and their house’s interior. Players can also freely move around the game in lobbies, at night, or as a ghost, to fully explore the game world.

When putting together a match, players have control over the kinds of roles that are allowed, as well as game modifiers. In addition, players who have scrolls can boost their chances of getting the role they want. Provided it hasn’t been banned.",https://www.freetogame.com/open/town-of-salem-2,Strategy,Windows,BlankMediaGames LLC,BlankMediaGames LLC,2023-08-25,Windows 7 64-bit,2 Ghz,8 GB RAM,"DX10, DX11, DX12 capable GPUs 2gb+ VRAM",6 GB available space
556,Naraka: Bladepoint,https://www.freetogame.com/g/556/thumbnail.jpg,Live,A free-to-play melee focused battle royale.,"Naraka Bladepoint is a free-to-play battle royale game developed by 24 Entertainment. The game differs from other battle royale games in that it features dynamic melee-focused combat in which players will need to execute combos and parry attacks. Players are able to traverse the map in unique ways that include wall running, swooping down from above, or zipping around using a grappling hook.

The game features 16 playable characters. It also boasts a selection of 17 weapons, both ranged and melee. Players can play solo or in trios and compete in matches with up to 59 other players. As with other battle royales, Naraka: Bladepoint features a shrinking map that will force players together before the end. While trying to eliminate their enemies and avoid death, players will need to complete different objectives, including taking down a specific enemy, or some other task.",https://www.freetogame.com/open/naraka-bladepoint,Battle Royale,Windows,24 Entertainment,NetEase,2023-07-13,Windows 7 64-bit or newer,Intel i5 4th generation or AMD FX 6300 or equivalent,8 GB RAM,NVIDIA GeForce GTX 750TI or equivalent,35 GB available space
554,Undawn,https://www.freetogame.com/g/554/thumbnail.jpg,Live,A free-to-play open-world survival RPG developed by LightSpeed studios and published by Level Infinite.,"Undawn is a free-to-play open-world survival RPG developed by LightSpeed Studios and published by Level Infinite. Set four years after a global calamity, the game casts players in the role of survivors where they must face not only each other but hordes of infected. The game features PvE and PvP in a massive open-world map.

The game is built in Unreal Engine 4 to be as seamless as possible. Players will be able to explore diverse biomes where they will deal with a variety of extreme weather. They’ll also have to plan around things like hunger, hydration, and even their mood. Of course, environment affects these things. To survive they can trade resources with players, team up and rebuild the ruins of the world, and more. Just, don’t forget to protect what’s yours.",https://www.freetogame.com/open/undawn,Shooter,Windows,Level Infinite,LightSpeed Studios,2023-06-15,Windows 7,Intel® Core i5 4430,4 GB RAM,Nvdia GeForce GTX 660,20 GB available space
268,Eden Eternal,https://www.freetogame.com/g/268/thumbnail.jpg,Live,A free to play fantasy MMORPG with cute anime-inspired graphics.,"Eden Eternal is a free to play anime-style 3D MMORPG developed by X-Legend. Adventure towards the perfect land of Eden Eternal with your unique classes and along the way join a guild and start building towns with tons of customization options.

You were born from crystals and you are meant to lead your ravaged world to the land of Eden Eternal. Along the way you choose from multiple different classes that you can level up and if you start getting bored with one class just switch to another one and continue the leveling process. There are 20 different playable classes and 5 different races to choose from as you adventure through Eden Eternal.

If you are looking for a game with personal customization, then Eden Eternal has a few things for you. Purchase a house and upgrade various things inside of it, interior design, storage locations, ect. Then once you have a house and if you want even more customization join a guild. Guilds have access to entire towns that they can build with tons of different buildings to help you progress along your journey.

",https://www.freetogame.com/open/eden-eternal,MMORPG,Windows,X-Legend Entertainment,X-Legend Entertainment,2023-05-10,Windows 98 / 2000 / XP / Vista / 7 / 8,Intel Pentium 4 2.1 GHz / AMD Equivalent,1024 MB,GeForce FX 5200 / Radeon 9600,2 GB
551,Veiled Experts,https://www.freetogame.com/g/551/thumbnail.jpg,Live,A free-to-play multiplayer shooter game focused on the search and destroy mode of classic shooters.,"Veiled Experts is a free-to-play multiplayer shooter game focused on the search-and-destroy mode of classic shooters. 

It combines newer gameplay – such as the shrinking map of battle royales with the classic mode to offer players a bit more. This means that it will be more difficult for players to camp each other and they’ll need to move around quite a bit. Luckily, the gameplay is vertical as well and players can navigate the world parkour-style.

Players can choose from a variety of unique players in order to find something that fits their playstyle. Based on the agent they choose, players can be support, full assault, do recon, snipe from far away, or just roll in for close-quarter combat. 

The game also features a changing landscape with buildings hit by bombs crumbling or ships sinking. This means players can eliminate things that might otherwise block their line of sight. That’s gonna make the whole hiding behind – or on – a wall thing that much more difficult.",https://www.freetogame.com/open/veiled-experts,Shooter,Windows,"Nexon Games Co., LTC",Nexon,2023-05-18,64-bit Windows 8,3.0 GHz Quad Core CPU,8 GB ,GeForce GTX 960 or Radeon R7 370,15 GB
552,Jected - Rivals,https://www.freetogame.com/g/552/thumbnail.jpg,Live,A free-to-play game mixing extreme sports with destructible vehicles and a unique ejection mechanic.,"Jected – Rivals is a free-to-play game that mixes extreme sports, destructible vehicles, and speed in 18-player matches. To survive in this game, players will need to make use of a special ejection mechanic that will allow them to launch themselves out of their vehicles and into the sky. The trick is learning how to optimize this mechanic and get the lead on everyone else.

Players have a variety of vehicles to choose from – finding the one that best fits their playstyle. Choices range from supercars to SUVs, and more. And each can be tailored to the player’s preferences.

The jetwing mechanic allows players to free themselves from the confines of their vehicle and easily move over or around obstacles. It can even be paired with a selection of gadgets like a grappling hook.",https://www.freetogame.com/open/jected-rivals,Sports,Windows,THQ Nordic,PowWow Entertainment,2023-05-04,Windows 10 64 Bit,Quad Core 4 GHZ,8 GB,NVidia GTX 1060,8 GB
557,Ethyrial: Echoes of Yore,https://www.freetogame.com/g/557/thumbnail.jpg,Live,A old-school MMORPG set in a world on the brink of Civil War,"Ethyrial: Echoes of Yore is an old-school, hardcore MMORPG set in a world on the brink of civil war. Nobles have wrested control from an imperial council and now fight for power and cults work to implement their own plans for the world. Add to that the creatures that pose a threat and you can see the world of Irumesa is a dangerous place.

Ethyrial allows players to build a character using an expansive character and class system. They’ll need to do their best with the build and be willing to work with others because if they die, they’re permanently dead.

The game features a large world to explore, filled with treasure and secrets. In addition, it has room for players to claim property and build whatever they desire. Learn crafting, explore the game’s ongoing story, and more.",https://www.freetogame.com/open/ethyrial-echoes-of-yore,MMORPG,Windows, Gellyberry Studios, Gellyberry Studios,2023-05-01,"Windows 7,8,10","Intel i5-6600K, or AMD Ryzen 5 3600, 3.5GHz",8 GB RAM,"NVIDIA GeForce GTX 1070, 8GB or AMD Radeon RX 590, 8GB",20 GB available space
547,Warlander,https://www.freetogame.com/g/547/thumbnail.jpg,Live,A medieval-style combat game with a selection of modes and characters.,"Warlander is a third-person multiplayer game that combines a Medival-style setting with fantasy items and abilities – and robots. The gameplay is made of skirmishes and castle siege warfare with as many as 100 players and features classes like Warriors, Clerics, and Mages. Players don’t only rely on their class powers in combat, however. They can also make use of siege weapons.

The game features two combat modes: 2 army and 5 army, and combines gameplay styles of MOBAs, battle royales, 3rd person hack-and-slash, ranged combat, and strategic diplomacy. Players either defend castles or take to the battlefield to fight the enemy, capture towers, and more. They’ll need to use both their siege weapons and spells well in order to win.

In addition to the many gameplay features, Warlander features a sizeable roster of class-based characters. Each has its own customizable equipment, skills, and even emotes.",https://www.freetogame.com/open/warlander,MOBA,Windows,Plaion,Toylogic Inc.,2023-01-24,Windows 10 64-bit,Intel Core i5-7400 @3.00 GHz / AMD FX-600 Six-Core,4 GB,"GeForce GTX 960, 4GB/Radeon RX 56 4GB",10 GB
594,Stalcraft: X,https://www.freetogame.com/g/594/thumbnail.jpg,Live,A free-to-play MMOFPS set in an open-world.,"Stalcraft: X is an open-world MMOFPS set in the Chernobyl Exclusion Zone. The game combines PvP and PvE, with activities like artifact hunting, mutant slaying, quests, and faction wars. It also offers “session modes” for those who don’t have a lot of time to spend in the game.

Despite being an MMO, the game avoids the leveling mechanic associated with the genre in favor of players progressing by obtaining equipment. This can be done in a variety of ways, including purchasing it from other players. In fact, one thing Stalcraft: X does take from the MMO genre is the economy, which allows players to become merchants.

Stalcraft: X is free-to-play. Players can support the game either via a play-for-time system or by purchasing cosmetics. That said, all items can be obtained by playing the game. Cash purchases will just allow players to get things sooner.",https://www.freetogame.com/open/stalcraft-x,Shooter,Windows,EXBO,EXBO,2022-12-09,Windows 10 64-bit / Windows 11 64-bit,Intel Core i5 3470 / AMD FX-6300,4 GB RAM,NVIDIA GeForce GTX 750 Ti / AMD Radeon RX 560 / Intel Arc A310,50 GB available space
545,Fangs,https://www.freetogame.com/g/545/thumbnail.jpg,Live,A 4v4 MOBA with hero-specific strategies.,"Fangs is a 4v4 MOBA with a customizable experience developed and published by Hidden Leaf Games. Players can unlock and alternate hero-specific augments to make their hero their own. The game boasts a diverse cast of characters, both in background and style. The developer’s intention is for players to really find a hero that resonates with them.

The game’s customization system allows players to change augments for each round, assuring that their own personal style can complement that of their teammates. Augments offer players the chance to boost abilities – a little more healing here, a little more damage there.

Fangs is designed to be fast-paced, cutting out a lot of the stuff that causes other MOBA matches to drag out. It focuses on teamwork with the ultimate goal being that players feel like part of a community. The game is also intended to be friendly to new players and veterans and is described as “easy to learn and hard to master”.",https://www.freetogame.com/open/fangs,MOBA,Windows,Hidden Leaf Games,Hidden Leaf Games,2022-11-30,Windows 7 and up,Intel Core i5-4430 or AMD FX-6300,20 GB,NVIDIA GeForce GTX 960 2GB or AMD Radeon R7 370 2GB,20 GB
549,Summoners War: Chronicles,https://www.freetogame.com/g/549/thumbnail.jpg,Live,A multi-platform ARPG set in the Summoners War universe.,"Help the King of Rahil defend his kingdom against a massive conspiracy set in the Summoners War Universe. In Summoners War: Chronicles, players become a Rahil Guard and explore the world with a summoned companion. The ARPG offers players a look at what decision led to the world as seen in the original Summoners War game, Sky Arena. Players can choose to play one of three Summoners: Orbia, Kina, and Cleaf. They, along with their summoned companion will explore the continents and fight the darkness.

Each of the three summoners has its own unique role and skill set. These roles are enhanced by the ability to summon a team of monsters. And there are plenty to choose from – more than 350. Players will need to manage both their own combat and that of the monsters in real time in order to successfully explore the world.

Summoners War: Chronicles can be played on mobile devices and PC.",https://www.freetogame.com/open/summoners-war-chronicles,MMORPG,Windows,Com2uS,Com2uS,2022-11-09,Windows 10,Intel Core i5-6400,8 GB,Nvidia GTX 960,10 GB
541,Marvel Snap,https://www.freetogame.com/g/541/thumbnail.jpg,Live,A fast paced strategy card game set in the Marvel universe.,"Take all your favorite Marvel heroes, give them super cute forms, put them in a strategic card battler game and you have Marvel Snap. As indicated by the name, the game is intended to be played in a snap – not the kind that Thanos used to eliminate half the world’s population, but the kind that means you can play a quick game anytime. In fact, any time you have three minutes or more to spare, you can get a game in.

Not only does the game feature many familiar faces from the Marvel universe, it also boasts more than 50 locations many fans will recognize. Each locale is more than just a change in appearance, they also change how the game is played, adjusting abilities. New locations will be introduced weekly, and players will need to flex their problem-solving skills in order to make the best of them.

The game is also designed for risk-takers. “Snap” doesn’t just mean the game is fast. It’s also a mechanic that allows players to raise the stakes of a match and potentially double their rewards.",https://www.freetogame.com/open/marvel-snap,Card Game,Windows,Nuverse,"Second Dinner Studios, Inc.",2022-10-18,Windows 7 (SP1+),Intel Core i5-650 or AMD Phenom II X4 965,4 GB,Nvidia GeForce GTX 650 or AMD Radeon HD HD 6950,4 GB
542,World Boss,https://www.freetogame.com/g/542/thumbnail.jpg,Live,An experimental FPS based on io and roguelike gameplay.,"Win the World Boss crown in Fresh and LazerBeam’s casual FPS, World Boss. This new shooter pits sixteen players against each other in a game inspired by io games and roguelikes. It’s intended to be a more accessible multiplayer shooter for everyone.

World Boss focuses on skill and experimentation. Game matches take place in semi-persistent lobbies. There, players will fight, level up, and make use of custom arsenals and perks in order to gain the upper hand and make it to the top of the leaderboard.

The game is designed with casual players in mind, skipping the queues and putting them directly into arenas, and streamlining combat to get players right into the action. Players can create their own builds by unlocking weapons and abilities each time they level up, even combining features from different weapons.",https://www.freetogame.com/open/world-boss,Shooter,Windows,Playside,Playside,2022-10-19,Windows 10,Intel Core i5-4430 / AMD Athalon Silver PRO 3125GE,8 GB,NVIDIA GeForce GTX 960 2GB / AMD Radion R7 370 2GB,6 GB
536,Omega Strikers,https://www.freetogame.com/g/536/thumbnail.jpg,Live,A 3v3 socccer-style game with knockouts.,"Grab two of your closest friends and team up in epic 3v3 soccer-style matches in Odyssey Interactive's Omega Strikers. The co-op PvP game pits two teams of three against each other in fast-paced matches where they both try to knock out their opponents and score goals soccer-style.

Similar to MOBAs and shooters, Omega Strikers features a growing roster of playable characters, including a well-armored hamster. Each character can be unlocked through gameplay and players have several play options to choose from. These include unranked, ranked, and private lobbies. The game also launched with a selection of maps. More maps and modes are planned for later release.

The game offers cosmetics and battle passes for monetization. There are no loot boxes or purchasable power boosts. The game will also feature seasons that will add new playable characters, stages, unlockables, and more.",https://www.freetogame.com/open/omega-strikers,Sports,Windows,Odyssey Interactive,Odyssey Interactive,2022-09-16,Windows 7 and up,Intel Core i5-4430 or AMD FX-6300,8 GB,NVIDIA GeForce GTX 960 or AMD Radeon R7 370,4 GB
537,Gundam Evolution,https://www.freetogame.com/g/537/thumbnail.jpg,Live,A 6v6 team-based shooter based on the Gundam multiverse,"Embrace your love of shooter and all thing Gundam, because Bandai Namco's Gundam Evolution is here for you. Gundam fans everywhere get to live out their dreams of hopping into a Gundam suit and taking on the enemy in this 6v6 game featuring Units from across the different Gundam universes. Each suit has its own set of skills and abilities, as well as HP levels – because some are just beefier than others.

In addition to their unique stats, the Units all feature a Thrust system that allows them to cover long distances quickly and a Dash ability for an additional acceleration boost. They also offer players access to G-Maneuver effects. These are unique to each Unit and can be activated with the G-Maneuver Meter hits 100%.

Gundam Evolution is currently available for free on Steam. It boasts a very positive rating on the platform, so Gundam fans will want to give it a peek.",https://www.freetogame.com/open/gundam-evolution,Shooter,Windows,Bandai Namco,Bandai Namco,2022-09-21,Windows 10 (64-bit)/Windows 11,Intel Core i5-3570,8 GB,NVIDIA GeForce GTX 1050,40 GB
544,Galahad 3093,https://www.freetogame.com/g/544/thumbnail.jpg,Live,A 12v12 team shooter featuring mechs based on Arthurian legend.,"Mechs and Arthurian legend combine in Simultronics’ free-to-play team shooter Galahad 3093. The game features eight playable Knights and their mechs (known as Lances) each with its own unique weapons, deployable tech, and cosmetics. Team up with eleven other players and compete in 12v12 battle in two different game modes: Base Assault and Deathmatch. In Base Assault, teams work together to take down enemy generators, destroy their turrets, and capture spawn points all while defending their own base. Deathmatch focuses on the kills, although bases are capturable as well.

The Knights and Lances in Galahad 3093 are each inspired by different figures of Arthurian legend, including Aruther, Mordred, Morgan le Fay, and Owain. Each has abilities tied to the original myths – such as Arthur calling in the “X-Calibur orbital strike”.

Fight battles in several different battlefields – most of them not located in the UK. Maps include the frozen moon Europa, the sand worm-infested Bayesian Canyons, and SFG Heavy Industries. Customize your mechs using paint, holographic banners, and even nose art. Galahad 3093 is available for free via Steam.",https://www.freetogame.com/open/galahad-3093,Shooter,Windows,Simutronics Corp.,Simutronics Corp.,2022-09-01,Windows 10 64 bit,Dual-Core 2.8 GHz,8 GB,NVIDIA GeForce GTX 960 4GB/AMD Radeon R9 38 4GB,20 GB
527,Aero Tales Online,https://www.freetogame.com/g/527/thumbnail.jpg,Live,Aero Tales Online: The World is a free-to-play 3D anime-style MMORPG with PvP and PvE elements. The game revolves around the “mysterious story of the Key of Skylight”.,"Aero Tales Online: The World is a free-to-play 3D anime-style MMORPG with PvP and PvE elements. The game revolves around the “mysterious story of the Key of Skylight” – sending players on an adventure they’ll have to experience on their own. There’s not much in the way of details on the game’s story. Hence the “mysterious” part.

To explore the world, players will need to be ready to fight. The good news is, it’s up to them how they do it. Players can choose between action-combat mode or tab-target mode during combat. They may also vary their playstyle with different combo combinations. A special combat style exists for each class, along with special items. Of course, players will need to choose their faction before beginning to rumble.

In addition to general exploration, the game offers flight once players reach a certain level. It also features daily events, and plenty of social activities. These include house building, farming, and marriage, among other things.
",https://www.freetogame.com/open/aero-tales-online,MMORPG,Windows,Anisage Games,Anisage Games,2022-08-01,Windows 7 or higher,"Pentium 4, Dual Core",2 GB RAM,Nvidia 7600 or equivalents,3 GB
531,Magic Spellslingers,https://www.freetogame.com/g/531/thumbnail.jpg,Live,Magic Spellslingers is the latest entry based on Witzards of the Coast’s popular card game Magic: The Gathering.,"Magic Spellslingers is the latest entry based on Witzards of the Coast’s popular card game Magic: The Gathering. Developed by Pipeworks Studios and Seismic Games, this card battler is intended to be an entry point into the Magic universe. Like other games of the same genre players will start out choosing a hero. In this case they choose from a selection fo Spellslingers, each offering unique abilities and strategies as well as cards to use in battle.

Not only is Magic Spellslingers a unique card game in its own right, it’s also intended to be an introduction to the Magic universe. Players can take on challenges designed for both first-time layers and experienced veterans anywhere they’re at. Even more, they have the option to create teams and share resources and decks with friends, and work together on strategies. Of course, teammates can compete against each other as well.",https://www.freetogame.com/open/magic-spellslingers,Card Game,Windows,Wizards of the Coast LLC,"Pipeworks Studios, Seismic Games",2022-08-05,Windows 10,Intel Core i5-4460 @ 3.20 GHz,8 GB,GeForce GTX 560,12 GB
533,A.V.A Global,https://www.freetogame.com/g/533/thumbnail.jpg,Live,"A.V.A is a free-to-play online first-person shooter with multiple game modes, unique customizations, as well as PvP and PvE gameplay.","A.V.A is a free-to-play online first-person shooter with multiple game modes, unique customizations, as well as PvP and PvE gameplay.

If you are worried about running out of different game modes, customization and maps have no fear, in A.V.A there more than 14 maps, several game modes including Annihilation, Demolition and Breach! Plus the weapon attachment system allows you to modify your own weapons. Pick your favorite class and jump into the action!

",https://www.freetogame.com/open/ava,Shooter,Windows,NEOWIZ,NEOWIZ,2022-08-24,Windows7 64Bit,Intel Core 2 Quad Q6600 /AMD Phenom 9500,4 GB RAM,NVIDIA GeForce 9600 GT / ATI Radeon HD 4850 (512 MB),30 GB
534,Lost Light,https://www.freetogame.com/g/534/thumbnail.jpg,Live,A post-apocalyptic shooter built around creating a realistic experience.,"Shooter fans looking for a game built around creating a realistic experience will want to give NetEase Games’ Lost Light a look. Set in a post-apocalyptic environment, the game features lots of interesting places modeled to be like real-world locations to explore. It also boasts weapons intended to provide the most realistic experience possible. Each has up to 12 modifiable parts and hundreds of optional components.

Despite the massive armory, the focus of Lost Light isn’t necessarily to run and gun. The game is survival, and that means making it to the evacuation point. If that means avoiding combat and just snagging loot along the way, that’s the way to go. Players can choose to go with a partner or to go it alone. But survival is often easier when you have someone to help you along.
<p>Those who survive will be able to stash their loot and begin work on building a base of operations. That even means setting up a shop for trading with other players in the game.

Lost Light is available on mobile devices and PC. The latter can be downloaded directly or via Steam. The game offers cross-platform features as well.",https://www.freetogame.com/open/lost-light,Shooter,Windows,NetEase Games,NetEase Games,2022-08-04,"Windows7SP1, Windows8.1, Windows10",intel i3 530,4 GB RAM,GTS450,10 GB available space
524,Temperia: Soul of Majestic,https://www.freetogame.com/g/524/thumbnail.jpg,Live,"Fans of collectible card games, are you looking for something a bit different from the normal fare? Then a peek at Moonwolf Entertainment and A2 Softworks’ Temperia: Soul of Majestic might be in order.","Fans of collectible card games, are you looking for something a bit different from the normal fare? Then a peek at Moonwolf Entertainment and A2 Softworks’ Temperia: Soul of Majestic might be in order. The strategy card game uses an open-handed game style where all cards are face up and combines two decks into one. The decks are made up of 20 Creature and 20 Equipment cards.

The game is designed to focus on player skill rather than the luck of the draw and takes inspiration from chess where everything is on display. Good players will be able to use this to their advantage when determining strategies. 

The game limits randomness and its impact on the game. Time and again, players will need to prove their skills in order to climb the leaderboard.",https://www.freetogame.com/open/temperia,Card Game,Windows,Leonardo Interactive,"MoonWolf Entertainment, A2 Softworks",2022-07-26,Windows 8,"64-compatible, duo core, 2.5GHz or better",8000 MB RAM,HD graphics 620,1 GB
525,MultiVersus,https://www.freetogame.com/g/525/thumbnail.jpg,Live,The Warner Bros lineup meets Smash in Player First Games’ MultiVersus.,"The Warner Bros lineup meets Smash in Player First Games’ MultiVersus, a platform fighter featuring a wide range of characters from Warner’s movies, cartoons, and more. Fight Batman as Shaggy. Team up with Steven Universe and Finn. Make use of their unique abilities and take your opponents down.

The game features a large roster from popular media and shows as well as maps based on locations found there. That means players can visit the Batcave or Jake and Finn’s Treefort among other places. And they'll do it while taking par tin epic 1v1, 2v2, or 4 players free for all battles. 

There’s also a handy training mode where players can hone their skills. The game is available on all platforms and includes cross-platform play and progression.",https://www.freetogame.com/open/multiversus,Fighting,Windows,Warner Bros. Games,Player First Games,2022-07-19,,,,,
526,Chimeraland,https://www.freetogame.com/g/526/thumbnail.jpg,Live,"Explore the open-world sandbox MMO game set in a mythical world. Play as one of a large number of races, from jelly-fish to dragon-person – or even a regular old human if that’s your thing. Explore the land, gather resources, craft items, build homes and more.","Monster, monsters everywhere. And so many of them the unholy combinations of many different monsters turned into one. That’s what you’re in for when you play Pixel Soft’s Chimeraland. That and a vast open world. Or is that universe? After all, you can travel to space and even build a base there.

Explore the open-world sandbox MMO game set in a mythical world. Play as one of a large number of races, from jelly-fish to dragon-person – or even a regular old human if that’s your thing. Explore the land, gather resources, craft items, build homes and more. And, while you’re doing that, fight a wide variety of monsters and hope to obtain an egg that will provide you with a smaller version of the creature in question, that you can raise and level up. You can also cross the creatures with each other and make all new creatures.

Explore the world with friends or alone. The game offers a high degree of freedom, so there’s plenty to do no matter how you chose to do it.
",https://www.freetogame.com/open/chimeraland,MMORPG,Windows,Level Infinite,Pixel soft,2022-07-14,"64-bit Windows 10, Windows with DirectX 11",Intel Core i3-10300,8 GB RAM,GTX 760,12 GB
532,World of Runes,https://www.freetogame.com/g/532/thumbnail.jpg,Live,An adorable anime-style MMO featuring cute pets and collectable cards.,"World of Runes is an adorable anime-style MMO featuring cute pets. Players can choose between four different playable classes to explore the game’s world with. To help players get started, the game begins with a series of Novice Quests as an introduction to all the necessary systems. That includes the game’s controls. It also offers players a bit of a boost with more XP and rewards than regular quests.

The four available classes in the game are the Swordsman, Archer, Mage, and Cleric. Each features three abilities and is reliant upon each other in battle. The Swordsman fills both the physical melee and tank roles. Archer fills the physical long-range support and offers burst and high hit. Mage is your obvious magical DPS – both long-range and sustained. And Cleric is mostly support but with magical melee and sustained DPS.

Another feature of the game is the collectible cards, an MVP system that players can use to collect rare items. These include equipment, cards, and other items. These can be sold for Crystals in the game’s Exchange. Finally, players can collect pets to use in battle. Stats on pets vary depending on a few factors.",https://www.freetogame.com/open/world-of-runes,MMORPG,Web Browser,F5 Game Company Limited,R2 Games,2022-06-13,N/A,N/A,N/A,N/A,N/A
520,Roller Champions,https://www.freetogame.com/g/520/thumbnail.jpg,Live,"What if you could player roller derby, but in a more organized and less physically dangerous environment?","What if you could player roller derby, but in a more organized and less physically dangerous environment? What if it were basically Rocket League but on a track instead of a field, and wearing skates instead of driving a car. Well, if that’s what you’re looking for, Ubisoft’s latest offer, Roller Champions, is one you’ll want to check out.

A 3v3 competitive game, Roller Champions is played in third-person. It pits two teams against each other in matches where the goal is to be the first team to accumulate 5 points. The catch is that players only have seven minutes to accomplish this task. In order to do so they’ll need to have possession of the ball and skate a lap without interferrence from the other side. If that’s accomplished players can pass the ball off to other team mates who may complete even more laps. The more laps a team completes, the more points they’ll earn when they score a goal. Be careful deciding when to hit the goal, though, everything resets if the other side manages to interrupt.

Interrupting is pretty much what you probably think it is. If a team has the ball, it’s the job of the other side to tackle them or knock them over – pretty much whatever gains them possession of the ball. That said, these things can be dodged. So just be aware of your surroundings.

If you win matches, you’ll gain followers. More followers are accumulated every time a match is won. These allow teams to play in front of larger crowds. In addition, as with most games in this genre, players can customize their avatars’ gear. But, beyond that, they can customize their fans as well. That means players can look in the crowd and see just how many people are there for them.
",https://www.freetogame.com/open/roller-champions,Sports,Windows,Ubisoft,Ubisoft,2022-05-25,Windows 10 Home (64bit),"AMD Ryzen 3 1200 @ 3.1 GHz, Intel Core i5-4460 @ 3.2 GHz",8 GB ,"AMD Radeon RX 560 (4 GB), Nvidia GeForce GTX 960 (4 GB)",10 GB
550,"Goose, Goose, DUCK",https://www.freetogame.com/g/550/thumbnail.jpg,Live,A social deduction game with geese.,"Goose, goose, DUCK is a social deduction game developed and published by Gaggle Studios, Inc. Slightly parodying the children’s game Duck, duck, goose; Goose, goose, DUCK puts players in the roles of geese trying to complete a mission. However, there are duck spies in their midst trying to stop them.

As with other social deduction games, it’s up to the geese to discover who the infiltrators are while managing to complete their mission. The ducks will do as all infiltrators do, including taking out the geese one at a time, in order to sabotage the mission.

Goose, goose, DUCK features public and private lobbies, built-in proximity voice chat, seven playable maps, five different modes, and a whole bunch of optional sub-roles. The game is available to play for free via Steam.",https://www.freetogame.com/open/goose-goose-duck,Strategy,Windows,"Gaggle Studios, Inc.","Gaggle Studios, Inc.",2021-10-03,Windows 7,Intel Core2 Duo 2.4ghz+,2 GB,Integrated Graphics,400 MB
